"ID","DATE","YEAR","INDICATOR","MEASURE1","MEASURE2","MEASURE1_DESCRIPTION","MEASURE2_DESCRIPTION","VALUE1","UNITS","NOTE","SOURCE"
"28_2025_12_01","2025 Dec 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of Los Angeles-Long Beach",,,,,"20.4","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"28_2026_01_01","2026 Jan 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of Los Angeles-Long Beach",,,,,"20.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"28_2026_02_01","2026 Feb 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of Los Angeles-Long Beach",,,,,"20.4","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"28_2026_03_01","2026 Mar 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of Los Angeles-Long Beach",,,,,"20.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"28_2026_04_01","2026 Apr 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of Los Angeles-Long Beach",,,,,"20.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"28_2026_05_01","2026 May 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of Los Angeles-Long Beach",,,,,"20.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"28_2026_06_01","2026 Jun 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of Los Angeles-Long Beach",,,,,"26.5","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_01_01","2019 Jan 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.43","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_02_01","2019 Feb 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.08","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_03_01","2019 Mar 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.92","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_04_01","2019 Apr 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.17","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_05_01","2019 May 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.59","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_06_01","2019 Jun 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.65","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_07_01","2019 Jul 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_08_01","2019 Aug 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.25","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_09_01","2019 Sep 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.32","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_10_01","2019 Oct 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.7","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_11_01","2019 Nov 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.69","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2019_12_01","2019 Dec 01 12:00:00 AM","2,019","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.88","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_01_01","2020 Jan 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.11","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_02_01","2020 Feb 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.35","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_03_01","2020 Mar 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.3","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_04_01","2020 Apr 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"21.17","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_05_01","2020 May 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.29","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_06_01","2020 Jun 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.48","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_07_01","2020 Jul 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.47","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_08_01","2020 Aug 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.34","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_09_01","2020 Sep 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.46","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_10_01","2020 Oct 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.01","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_11_01","2020 Nov 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.48","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2020_12_01","2020 Dec 01 12:00:00 AM","2,020","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.01","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_01_01","2021 Jan 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.65","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_02_01","2021 Feb 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.22","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_03_01","2021 Mar 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.09","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_04_01","2021 Apr 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.04","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_05_01","2021 May 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.94","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_06_01","2021 Jun 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.89","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_07_01","2021 Jul 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.04","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_08_01","2021 Aug 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.2","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_09_01","2021 Sep 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.98","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_10_01","2021 Oct 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.93","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_11_01","2021 Nov 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.25","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2021_12_01","2021 Dec 01 12:00:00 AM","2,021","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.81","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_01_01","2022 Jan 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.43","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_02_01","2022 Feb 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.67","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_03_01","2022 Mar 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_04_01","2022 Apr 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.67","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_05_01","2022 May 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.31","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_06_01","2022 Jun 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_07_01","2022 Jul 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.9","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_08_01","2022 Aug 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"20.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_09_01","2022 Sep 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_10_01","2022 Oct 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_11_01","2022 Nov 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2022_12_01","2022 Dec 01 12:00:00 AM","2,022","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.2","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_01_01","2023 Jan 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_02_01","2023 Feb 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.7","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_03_01","2023 Mar 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_04_01","2023 Apr 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_05_01","2023 May 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.2","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_06_01","2023 Jun 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_07_01","2023 Jul 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.9","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_08_01","2023 Aug 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_09_01","2023 Sep 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_10_01","2023 Oct 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_11_01","2023 Nov 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.3","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2023_12_01","2023 Dec 01 12:00:00 AM","2,023","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.3","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_01_01","2024 Jan 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_02_01","2024 Feb 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_03_01","2024 Mar 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.7","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_04_01","2024 Apr 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.9","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_05_01","2024 May 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.2","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_06_01","2024 Jun 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.4","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_07_01","2024 Jul 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"19.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_08_01","2024 Aug 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.9","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_09_01","2024 Sep 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.9","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_10_01","2024 Oct 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_11_01","2024 Nov 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2024_12_01","2024 Dec 01 12:00:00 AM","2,024","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_01_01","2025 Jan 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_02_01","2025 Feb 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.7","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_03_01","2025 Mar 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.4","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_04_01","2025 Apr 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.5","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_05_01","2025 May 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.9","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_06_01","2025 Jun 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.3","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_07_01","2025 Jul 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.6","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_08_01","2025 Aug 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.9","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_09_01","2025 Sep 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_10_01","2025 Oct 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_11_01","2025 Nov 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2025_12_01","2025 Dec 01 12:00:00 AM","2,025","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2026_01_01","2026 Jan 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.1","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2026_02_01","2026 Feb 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"17.8","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2026_03_01","2026 Mar 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.4","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2026_04_01","2026 Apr 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.7","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2026_05_01","2026 May 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"18.3","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"29_2026_06_01","2026 Jun 01 12:00:00 AM","2,026","Average Truck Speed in MPH Around Port of New York-New Jersey",,,,,"22.3","MPH",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_01_01","2019 Jan 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.15","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_02_01","2019 Feb 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.49","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_03_01","2019 Mar 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.36","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_04_01","2019 Apr 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.43","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_05_01","2019 May 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.25","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_06_01","2019 Jun 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.24","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_07_01","2019 Jul 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.27","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_08_01","2019 Aug 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.44","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_09_01","2019 Sep 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.39","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_10_01","2019 Oct 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.43","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_11_01","2019 Nov 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.2","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2019_12_01","2019 Dec 01 12:00:00 AM","2,019","PTI Around Port of Los Angeles-Long Beach",,,,,"4.31","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_01_01","2020 Jan 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.44","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_02_01","2020 Feb 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.28","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_03_01","2020 Mar 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.07","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_04_01","2020 Apr 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"3.83","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_05_01","2020 May 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"3.83","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_06_01","2020 Jun 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.01","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_07_01","2020 Jul 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"3.95","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_08_01","2020 Aug 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.09","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_09_01","2020 Sep 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.18","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_10_01","2020 Oct 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.15","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_11_01","2020 Nov 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.07","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2020_12_01","2020 Dec 01 12:00:00 AM","2,020","PTI Around Port of Los Angeles-Long Beach",,,,,"4.06","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_01_01","2021 Jan 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.44","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_02_01","2021 Feb 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.28","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_03_01","2021 Mar 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.07","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_04_01","2021 Apr 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"3.83","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_05_01","2021 May 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"3.83","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_06_01","2021 Jun 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.01","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_07_01","2021 Jul 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"3.95","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_08_01","2021 Aug 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.11","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_09_01","2021 Sep 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.18","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_10_01","2021 Oct 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.2","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_11_01","2021 Nov 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.14","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2021_12_01","2021 Dec 01 12:00:00 AM","2,021","PTI Around Port of Los Angeles-Long Beach",,,,,"4.08","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_01_01","2022 Jan 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"4.08","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_02_01","2022 Feb 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"4.16","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_03_01","2022 Mar 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"4.08","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_04_01","2022 Apr 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"4.13","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_05_01","2022 May 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"4.09","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_06_01","2022 Jun 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"3.95","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_07_01","2022 Jul 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"3.87","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_08_01","2022 Aug 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"4","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
"30_2022_09_01","2022 Sep 01 12:00:00 AM","2,022","PTI Around Port of Los Angeles-Long Beach",,,,,"4.19","PTI",,"FHWA National Performance Management Research Data Set (NPMRDS)"
