"ID","DATE","YEAR","INDICATOR","MEASURE1","MEASURE2","MEASURE1_DESCRIPTION","MEASURE2_DESCRIPTION","VALUE1","UNITS","NOTE","SOURCE"
"46_2025_09_01_New Active Private Carriers Added to MCMIS","2025 Sep 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"3,279","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_10_01_Total New Active Carriers Added to MCMIS","2025 Oct 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"12,503","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_10_01_New Active For-hire Carriers Added to MCMIS","2025 Oct 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"8,899","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_10_01_New Active Private Carriers Added to MCMIS","2025 Oct 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"3,240","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_11_01_Total New Active Carriers Added to MCMIS","2025 Nov 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"10,181","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_11_01_New Active For-hire Carriers Added to MCMIS","2025 Nov 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"7,215","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_11_01_New Active Private Carriers Added to MCMIS","2025 Nov 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"2,660","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_12_01_Total New Active Carriers Added to MCMIS","2025 Dec 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"10,528","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_12_01_New Active For-hire Carriers Added to MCMIS","2025 Dec 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"7,407","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2025_12_01_New Active Private Carriers Added to MCMIS","2025 Dec 01 12:00:00 AM","2,025","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"2,748","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_01_01_Total New Active Carriers Added to MCMIS","2026 Jan 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"13,523","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_01_01_New Active For-hire Carriers Added to MCMIS","2026 Jan 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"9,767","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_01_01_New Active Private Carriers Added to MCMIS","2026 Jan 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"3,349","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_02_01_Total New Active Carriers Added to MCMIS","2026 Feb 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"13,492","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_02_01_New Active For-hire Carriers Added to MCMIS","2026 Feb 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"9,760","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_02_01_New Active Private Carriers Added to MCMIS","2026 Feb 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"3,280","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_03_01_Total New Active Carriers Added to MCMIS","2026 Mar 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"16,269","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_03_01_New Active For-hire Carriers Added to MCMIS","2026 Mar 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"11,593","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_03_01_New Active Private Carriers Added to MCMIS","2026 Mar 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"4,223","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_04_01_Total New Active Carriers Added to MCMIS","2026 Apr 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"15,710","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_04_01_New Active For-hire Carriers Added to MCMIS","2026 Apr 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"11,137","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_04_01_New Active Private Carriers Added to MCMIS","2026 Apr 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"4,116","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_05_01_Total New Active Carriers Added to MCMIS","2026 May 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"15,393","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_05_01_New Active For-hire Carriers Added to MCMIS","2026 May 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"10,688","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_05_01_New Active Private Carriers Added to MCMIS","2026 May 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"4,375","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_06_01_Total New Active Carriers Added to MCMIS","2026 Jun 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","Total New Active Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"11,286","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_06_01_New Active For-hire Carriers Added to MCMIS","2026 Jun 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active For-hire Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"7,756","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"46_2026_06_01_New Active Private Carriers Added to MCMIS","2026 Jun 01 12:00:00 AM","2,026","New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added","New Active Private Carriers Added to MCMIS",,"Total, for-hire, or private new active carriers",,"3,390","Number of new active carriers","For-hire carriers includes either for-hire only or for-hire and private operation. Private carriers only includes private carrier operation. There are additional operational categories so new active for-hire carriers and new active private carriers will not sum to the new active carriers total.","Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)"
"49_2019_01_01_Cairo-Memphis","2019 Jan 01 12:00:00 AM","2,019","Downbound Grain Barge Rates","Cairo-Memphis",,"Location along the waterway at which the rate applies",,"8.01","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_01_Cincinnati","2019 Jan 01 12:00:00 AM","2,019","Downbound Grain Barge Rates","Cincinnati",,"Location along the waterway at which the rate applies",,"17","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_01_Lower Illinois","2019 Jan 01 12:00:00 AM","2,019","Downbound Grain Barge Rates","Lower Illinois",,"Location along the waterway at which the rate applies",,"17.98","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_01_Lower Ohio","2019 Jan 01 12:00:00 AM","2,019","Downbound Grain Barge Rates","Lower Ohio",,"Location along the waterway at which the rate applies",,"16.17","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_01_Mid-Mississippi","2019 Jan 01 12:00:00 AM","2,019","Downbound Grain Barge Rates","Mid-Mississippi",,"Location along the waterway at which the rate applies",,,"Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_01_St. Louis","2019 Jan 01 12:00:00 AM","2,019","Downbound Grain Barge Rates","St. Louis",,"Location along the waterway at which the rate applies",,"12.37","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_01_Twin Cities","2019 Jan 01 12:00:00 AM","2,019","Downbound Grain Barge Rates","Twin Cities",,"Location along the waterway at which the rate applies",,,"Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_08_Cairo-Memphis","2019 Jan 08 12:00:00 AM","2,019","Downbound Grain Barge Rates","Cairo-Memphis",,"Location along the waterway at which the rate applies",,"9.66","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_08_Cincinnati","2019 Jan 08 12:00:00 AM","2,019","Downbound Grain Barge Rates","Cincinnati",,"Location along the waterway at which the rate applies",,"18.17","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_08_Lower Illinois","2019 Jan 08 12:00:00 AM","2,019","Downbound Grain Barge Rates","Lower Illinois",,"Location along the waterway at which the rate applies",,"18.56","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
"49_2019_01_08_Lower Ohio","2019 Jan 08 12:00:00 AM","2,019","Downbound Grain Barge Rates","Lower Ohio",,"Location along the waterway at which the rate applies",,"17.28","Dollars per ton","Weekly barge rates for downbound freight originating from seven locations along the Mississippi River System, which includes the Mississippi River and its tributaries (e.g., Upper Mississippi River, Illinois River, Ohio River, etc.). The seven locations are: (1) ""Twin Cities,"" a stretch along the Upper Mississippi; (2) ""Mid-Mississippi,"" a stretch between eastern Iowa and western Illinois; (3) ""Illinois River,"" along the lower portion of the Illinois River; (4) ""St. Louis""; (5) ""Cincinnati,"" along the middle third of the Ohio River; (6) ""Lower Ohio,"" approximately the final third of the Ohio River; and (7) ""Cairo-Memphis,"" from Cairo, IL, to Memphis, TN. Under the percent-of-tariff system, each city on the river has its own benchmark, with the northern most cities having the highest benchmarks. They are as follows: Twin Cities = 619; Mid-Mississippi = 532; St. Louis = 399; Illinois = 464; Cincinnati = 469; Lower Ohio = 446; and Cairo-Memphis = 314. Breaks in the lines indicate no rate record for that week at that location.","U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
